contig_id	IT1_A	IT1_B	IT1_C	IT2_A	IT2_B	IT2_C	IT3_A	IT3_B	IT3_C	IT4_A	IT4_B	IT4_C
IT1_1031032	4.358187479083916	4.4429797480302335	4.468048846615048	4.577737094199385	4.484677151185124	4.421869006656799	4.779891345108683	4.7684094335198886	4.381426386441002	4.430660918720261	4.422647581556353	4.493440660636188
IT1_1031918	3.5415453784119837	3.40192189144019	2.9239445541409053	2.8459360150180046	3.142281913316074	3.635223521971018	3.479970668646843	2.6520817384866358	3.674888681350064	3.1269936260411626	2.9703448839284814	3.5253367543104352
IT1_1032922	4.190081451170961	4.19350385274662	4.121888540969085	4.168541224776953	3.89640252751547	4.404719014440458	4.632924004879126	4.661529077797116	4.430200379287001	4.688228627371859	4.637583597310666	4.811904988590052
IT1_1036536	5.446757073442445	5.335433184257887	5.385584850419185	5.180767632472513	5.4111442864622665	5.170339052799736	5.105858443481895	5.315907357897089	4.902302699429802	4.792871278087731	4.718143254923153	4.931139683059509
IT1_1037961	3.74520840836079	3.7029777884910042	3.7324430341354904	3.3497817724468018	3.5336265274704473	3.730322736231846	2.207455980569273	3.5030937309619525	3.1811973159771774	2.5797670368415044	3.0026111166643847	3.003132834666436
IT1_1042610	3.7290211689566037	3.8400068698340215	3.970196607152469	3.0688145002118503	2.336328278645565	3.766924851244284	3.4915825789435124	2.8723214397058507	3.165309297793686	3.6423099989698904	3.908795247345543	2.987380073493825
IT1_1046239	3.8883109325964327	4.038348316073617	4.00755258259322	3.796791522666491	4.060952757269799	4.044077494808029	3.7790543754299155	3.9146140962190765	3.8136071743797184	3.925005485379934	3.904076011828758	3.6867366780425828
IT1_1046336	3.6980690027918226	3.3655836340120793	3.44498077555959	2.907772004617328	3.4103449667409387	3.881142807562155	3.1819034798043835	3.0506542126330105	3.1602404575244925	2.6645747233314534	2.9903495802892555	3.4128063399961386
IT1_1047329	3.8882390860892313	3.9889934192686733	3.718691019021083	4.254412804132684	3.879868576883422	3.8845747511399495	4.224282965124691	4.256964070523451	4.377247775483302	4.340522645161381	3.941400932202826	4.341980736847963
IT1_1059209	3.373446066202769	3.7570949763037786	3.728474084366897	2.2511623797730933	3.318129997815685	3.057001923858241	3.1641216253461577	1.5685770407852218	2.869082889899413	3.5201755680330638	3.18558990867441	1.4024034708740922
IT1_1059388	5.508856617106317	5.2725691345527155	5.596897520975876	5.2787682534459925	5.263591795261881	5.780626665973633	4.121222218022313	4.526961556045598	4.296631248357128	3.8817724524274655	3.8163780076335208	3.7695078609841097
IT1_1060561	4.031082690478571	4.212903432085988	3.9590972415429877	4.182736606483271	3.969615778787368	3.6756377671454965	3.8126073182081255	4.0247787102574994	4.044836286497684	3.5993864421117863	3.9377196069462106	3.99277408863903
IT1_1062694	2.151110829047946	2.9925583806679072	3.4942716496656305	2.5668698611898932	2.921518810178655	2.7301807006822147	2.8962239223801176	3.11376269998181	2.8140904015116885	4.055352079297684	3.80071273854778	3.855610841249289
IT1_106293	3.161974687320866	3.5810647122193546	3.5541328674643915	3.886694404404068	3.9144362733851006	3.5123944631601622	2.7443915715627534	3.5855483297118167	3.0091130999011373	3.5551963382717258	3.779500987471677	3.9160238247261354
IT1_1063184	3.712337935948966	3.7660546569326026	3.7772965018819256	3.522790533718822	3.823332992891716	3.4282794640151018	3.564314890755786	3.303388497693316	3.2030663594470212	3.5290782323448022	3.541917617910592	3.3253148510351607
IT1_1063527	4.734933891607506	4.6829391016348865	4.3458089645560545	5.039465151654878	5.007655785894485	5.024969585067355	5.795564565728736	5.70075562023169	4.421436199721935	4.601507865712994	4.499548964959422	4.691828817771435
IT1_1064190	3.6869879786232658	3.3455197521667728	3.2963488167020625	3.942953111476504	3.154026598349587	3.7182456852075187	4.432926248741154	4.018927095774858	3.956641227499222	4.169499885211665	4.068587630590779	3.873567869648526
IT1_1069820	5.077625390053283	5.236618402461576	5.005320447734229	5.00703203547122	5.401014290838119	5.374099047789582	4.974017332434539	5.120295286266096	5.081466589942863	5.0758633186850375	5.113300228635815	5.071910686362278
IT1_1072076	5.477797454568824	5.486503154245414	5.549391426828357	5.1930776671145455	5.2935711069063105	5.5358436500240344	4.931149155099008	5.1160897657705595	5.264501923395209	5.0480709067046226	5.008147378983437	5.183518576239512
IT1_1073433	4.397736717964616	4.506643393897226	4.632145647864398	4.374581161419032	4.44193331493344	4.3932655945333865	4.422464095936323	4.726963598781289	4.626208269356746	4.4774828398639785	4.635729273209514	4.562910345256583
IT1_10744	4.930930422522483	4.559413400293482	4.579756874873323	5.097523036066356	4.809294513879695	5.33065675343231	6.057162808550718	5.682815971566209	5.4155409919560675	5.245894124602185	5.358281248756359	5.584551152771629
IT1_1075645	3.067883507837699	3.557396075439049	3.1771108892054665	2.7359241637032583	3.4374191259709126	2.9769881718431246	3.608399345050477	3.3654188031262486	2.236244836645077	3.2774035139660875	2.996530582690175	2.7561062474517346
IT1_107835	3.547652297617263	3.7872140601744846	3.53955411942646	3.2083463328678543	3.3478580516992524	3.2594119701934656	3.1936663804312304	3.608811461573222	3.386716476483541	3.556827325481879	3.2151619413762025	3.6168151086559215
IT1_1079486	3.7143833328529623	3.9593629441082094	3.2961896378533604	3.6742084331973803	3.3967656980240295	3.34919289635366	3.1588185693306787	2.690646173881986	2.6642250735666773	3.033182210844049	3.446449468540693	3.142750822304515
IT1_1080627	3.734718059478068	3.681191586902867	3.7159142101248217	4.069573568110623	4.008020611628698	3.781160674163718	3.903836484351181	2.7728934200674695	3.4068579278823794	3.38497734981674	3.5920497450605375	3.789293993553685
IT1_108071	4.475187361159671	4.464054163291789	4.401094725464457	4.382003785095732	4.066999637464423	4.535761573020927	4.484729058871926	4.618178999750409	4.502735679802516	4.446484820837187	4.506883940207589	4.135765017166565
IT1_1084430	3.655062155828531	3.3734481345483225	3.5338597647205368	3.0388978518845793	3.0406892852169998	3.1060395255643165	2.619377555112006	2.9327252710459795	3.079048187395576	3.326785481420981	3.296987690359091	2.901891678200428
IT1_1088191	3.0884086857351325	3.352011286456001	3.3109719385530294	2.323471620475712	2.6975022582548345	3.5246841886349656	3.0279194888879943	2.8606636708138162	2.00214582168499	2.3491774430555576	2.8378864498438037	2.8299616771243525
IT1_1088273	4.636092096017859	4.819897732302667	4.877469485530304	4.60661433746967	4.608477018521553	4.703484963242834	4.352690242562064	4.30596397203157	4.404148161970999	4.241838376665006	4.228402292616843	4.064023673965203
IT1_1089905	3.791264057924169	4.234100459111473	4.31990616176332	4.07029271633034	4.476744957594142	3.900958967845683	3.398050924753093	3.166026066894893	3.5924882368630713	2.9135653974962787	3.1428807566172754	3.4890734034001905
IT1_10902	4.03622990538278	3.933298334309043	3.8013339889138065	3.7016165631560174	3.823654771165703	3.6669632236941085	3.7365013380562657	3.6812858982049677	3.4048802696681886	3.551849513695097	3.5920818810328385	3.438105520934923
IT1_1091200	3.8725839428611297	3.8096669393641776	3.8644188892689697	2.6202626267345392	2.622007257994756	2.5764073593181114	2.680429071108475	2.956288437981507	3.3941570524763502	3.469767742901219	3.4955493270956834	3.767393582985418
IT1_109653	4.13440322468493	4.281033803897905	4.139028988582244	4.175205227096176	4.487302215863246	4.354754816382742	4.581180595048318	4.293661582515949	4.378574181989441	4.27800778591177	4.333716650114838	4.4200460696063315
IT1_1105243	4.371999801502076	4.519762978689729	4.447389764869595	4.360303080737851	4.051032405248051	4.3716174257793305	4.446448057563674	4.36285803529172	4.258673487479657	4.653076760088459	4.621104888314022	4.611720153591818
IT1_1107053	3.925914211136988	3.9633922352035516	3.907029544184295	4.164997389813853	3.521967978851423	3.8692790213561628	4.121243463349545	3.345175363694096	3.881566047970633	3.94359121141239	3.979116083455729	3.90955000798864
IT1_1109726	4.300463242480594	4.537903648639539	4.186966938720037	4.216516675009292	4.343300344229726	4.087321391239632	4.377473094727664	4.381444661264934	4.370455043953749	4.481730396440637	4.43993025697811	4.451179656344147
IT1_1111010	3.0970052032303377	3.8203826607717533	3.5442426061925256	3.1991741449567734	3.026768829893694	3.2640552465674983	2.91052315984508	3.3868312862541905	3.0651012490908047	2.955991619820547	3.5034803705227504	3.475327658164994
IT1_1113846	3.6366182009854313	3.6519516524457774	3.6631614857618646	3.885457538136841	1.8608865927847031	3.188747603929571	3.183318818813764	3.26570727263542	3.5529004128371047	3.579284358766417	3.8526730641813174	3.258707424857619
IT1_1115607	3.6251156735345167	3.6300975797417547	3.82860356788826	3.987280634128398	4.0056256890713176	3.4658235564820665	3.2155933024197405	4.059288398724141	3.6881837761284744	3.3760720861596303	3.4445888716289113	3.4671816064045777
IT1_1117272	4.137673628216723	3.242538230260618	3.6987939828017713	3.5508882873258387	2.940859474871408	3.6837609293725517	3.4947336876264496	2.915594891423515	3.2966810592090106	3.3830211125930094	3.19596560956705	3.1584087456836367
IT1_11177	3.776942551509869	3.67672764788582	3.785642181288011	1.8163216516598626	3.4018233295658624	3.299136540003146	3.247312446008014	3.1298712981364103	3.3663536351079233	3.2191083296018554	3.1558174535479515	3.1070638757498528
IT1_1124001	3.774666688787292	3.7494066520085396	3.919666562661687	4.025812408064749	3.708538252358215	4.184724126391606	3.250581848125686	3.143141470077527	3.54620922915183	3.607729793982241	3.2559632195630823	3.759442505278887
IT1_112451	3.611717754787461	3.6416816885971235	3.6955797700938535	3.9319477907421483	3.6153411827824473	3.6794332866549353	3.4597226609918943	4.206614487382329	3.433887406136586	3.6762171816270333	3.6036656363733055	3.2539351648917427
IT1_1125003	3.9354882131918676	4.152153684626698	4.405215924602283	2.6563641304378587	3.748720400530503	4.1613418315840685	4.271807469071541	4.277486903343382	4.133514063296517	4.127720288068914	4.053474918058657	3.6689628390337825
IT1_1125476	4.024172940886998	3.5451157558167217	3.4333903509394945	3.6276496251753527	3.6692413487466498	3.7715880141205105	2.640811881111071	3.4048808121171175	3.31519917898658	2.8154455946960435	2.736292072424584	2.9996368672853286
IT1_1127273	3.4239305247141867	3.6380002344390068	3.4720732100578684	3.1155871807657056	3.6950983759828055	2.7087883951736687	2.236357151318999	2.918610401231792	3.2122868344339293	2.779749027320695	3.058841571173809	3.161461432331312
IT1_1127320	3.0739841471125895	3.656342397087526	3.296408958035606	3.5163774638093073	3.767418166251184	3.1930696063557877	2.703955286262594	3.3063747615949644	2.4344515346294107	3.459613104528672	2.685162425404368	2.7170103310083054
IT1_112898	4.433862835141212	4.815677213186124	4.704908445821208	4.487348275713284	4.270447361345854	4.539926288749065	4.275603494989201	4.226900643796791	4.296900720414439	4.555874176740106	4.646923811943172	4.777768953415032
IT1_113110	3.691336098448976	3.848444670055214	3.829123714491065	2.8929939524261004	3.3704309520904125	3.779296607388268	2.849141038216818	4.002853125220345	3.3963440622530836	3.6507074545684373	3.4605974487290774	3.2915935475751756
IT1_113442	3.096822425697173	3.8044647448323614	3.364339978092336	3.492267011925199	2.942078381057588	3.9565445331707805	3.339072750875153	3.7781360123509695	3.0147938777010985	3.2420073936878118	3.1971998115887046	3.7462968770072176
IT1_113627	4.105810272156139	4.431702227620854	4.4430727944776205	4.03749231558159	4.447549716039005	3.9103121597249717	4.3715813265848364	4.721874221284317	4.73933256703372	4.01913552253806	4.300616744061791	4.11488056617151
IT1_1137540	5.528525089722159	5.420858246883776	5.408795675599845	4.571132873792638	4.645130281682345	4.768018737430294	2.642838050305169	2.5599317061407203	1.582483315339757	1.6660710988237222	1.2317002003214041	1.889436242740112
IT1_113767	3.63402184141851	4.051679145229312	4.362951396383257	3.590888901371291	3.105548760892003	3.6556753359895424	2.6372070896424975	2.474369510378754	3.4548363113997618	3.317367502897277	3.4075036396782097	3.0933554155483582
IT1_1138453	4.3066558530918195	4.279115516269421	4.155274996263991	4.16440642269552	4.374178918103208	4.440508709508319	4.240117117570383	4.387643874405648	4.480756382818155	4.304511960212079	4.101470152304521	4.113896089529913
IT1_1140014	3.8374203919614254	3.9682512487049455	3.3637763777336405	3.4762738989904953	3.452839981985258	3.309536706740345	3.697226505734926	3.500877443882066	3.579359897761547	3.352048856070707	3.539169319338699	3.734963206009971
IT1_1143947	5.016128440287876	4.91107965949634	4.573032112461635	4.745983677011138	5.137731816807766	4.775460594581442	4.207232673618525	4.426475990857627	4.546086594107877	3.888948012183375	3.9064507438962917	3.907231678372409
IT1_114541	3.6880245731919823	3.8661639251307327	3.910783581308006	3.8721413709898003	3.549759538334513	3.8163717972526916	3.857604817471591	3.631798382860115	3.874274292231908	3.8206544826934667	3.8881964430904685	3.829893948935299
IT1_1146126	4.283937397618975	4.357972062378347	3.9642490471612737	4.257083154142054	4.35448197316379	4.641196278704079	4.215192035983508	4.370252325389206	4.301409085485438	4.1097307092057385	4.300322959710202	4.294923224948816
IT1_1146378	4.709692637932942	4.533488542066993	4.232956708293732	4.572975936109877	4.435573701598296	4.563125063077	4.861630248406636	4.800336848687763	4.966972922334366	4.92977246141963	4.873754260514585	4.843716983449248
IT1_1148089	4.272745030498043	4.203033197702199	4.262792525254147	3.8054915971783134	3.912145159704114	3.908086549091235	3.1831306652687825	3.0145422612555492	2.9608502943724595	2.403804027540031	2.5512423322878703	2.6095058605190635
IT1_1148724	4.165745841256658	4.323364704271676	4.179325786958068	3.698656929968351	4.012183298995238	3.7673749651269635	4.443302054601596	4.363044936569567	4.480876247335639	4.437856317607686	4.3335564165465135	4.423622109692152
IT1_1150468	3.305254896468215	3.675020549247199	3.9201193468559232	3.2353745365231488	3.6849086387518812	3.572749100918821	3.4650173123017614	3.2497206550934514	3.3099647429207195	3.0418417870890426	3.223630433197675	3.2297719984186424
IT1_1154008	4.650121364027443	4.89753487467975	4.908956121048218	4.1544977759820005	4.449565067676875	4.512065027076022	3.892663828643868	3.8194665858525214	4.39044814050468	3.4982752783067634	3.9657877018145724	3.6706741755923766
IT1_115552	3.5079075276151803	3.496188803471874	3.9776589745938806	3.5786045942170404	3.7228194335595814	3.731609601673665	3.50665238025815	4.021452950808496	3.694777411202826	3.688387704212096	3.7903374891306014	3.9364108775550593
IT1_1158395	4.072478244612932	3.512869792662949	3.0815536088215025	3.9742290972856704	3.3408611915911135	3.385314631869426	3.755969354366932	3.7795210594362056	4.149415782385029	3.2649745633608824	3.662927941196177	3.5700627111300283
IT1_1163015	3.3940830955228876	3.329269215584495	3.6971312421934233	3.2461099198487724	2.35271887632252	3.3382706755137685	3.5091643953420157	3.0624441106597344	2.3892063229264093	3.23576757896934	2.8666168323886962	3.7068734752236443
IT1_1164204	5.001803477882073	4.92677807729509	4.8877561268740655	5.286386708346346	5.2488435436582686	5.541354864521572	6.5141676325362265	6.157902795463902	5.854906650047636	5.817082264937662	5.754262542592206	5.847109894583532
IT1_11645	3.077067002483067	3.6594911193280146	3.5779356235880555	3.3037463006829677	2.480165185564077	1.8259365411323436	2.7069713219240192	2.176303486169348	2.659659310633332	2.2437339166254864	3.2122315923652223	2.346969696750378
IT1_1164733	3.3094931716997955	3.4351798558503446	3.5921441531797353	3.8800555609317184	3.832807879537956	2.675560966844744	3.182190474082369	2.756907383286218	2.840874057820858	2.9034904922289466	3.2911095277419213	3.148854010440959
IT1_1165401	3.7373987864296767	3.595422526136566	3.7460902304229	3.156965606814303	3.885351544543986	3.922339654298988	3.4778430956289195	3.414589140868074	3.3349728375416348	3.238056373672709	3.814959511513579	3.7122507688517015
IT1_1170392	4.845520563679021	5.0308187491208765	5.210067649235932	5.18503430121825	4.837041769745419	5.431886877880415	5.451398780089893	5.353750500098491	5.140407739428011	5.344239424353121	5.528089700895694	5.409609150183416
IT1_1171944	4.492013383204079	4.332043758860274	4.744525007267892	3.839915065003768	4.012670649326497	4.101604512118734	3.082553049859037	3.014728920651267	2.98776834140507	2.2368181469364057	2.3475848689264303	1.9815491778157195
IT1_1172827	4.269452840624239	4.403491903783478	4.4327686394404795	4.28048296018378	4.035884820783923	4.1527772651535315	3.7771289110282775	3.9270640067072575	4.107228686662089	4.784177028038957	4.8376680949779365	4.659861779670117
IT1_1173759	3.6078621214901383	3.6534958310935357	3.090594958352742	3.4225401177366983	4.073390300793882	2.815914979241997	3.3712725959932945	3.366723083081981	3.2322815773224427	3.099308657619157	3.1163753160292247	3.2092132199451755
IT1_1173868	3.828463316867915	3.64794456332128	4.13973955697643	4.018496758131724	4.2255052267446125	4.20553007907946	3.9448742114417077	3.7219593941088243	3.988558491859806	3.8569192827017003	3.778486303459083	3.5944995797431734
IT1_1174207	6.029534981743614	5.9656884486085735	5.930658303864785	5.978126848414158	6.042154661336854	5.708389458259708	5.575265898529893	5.8049095580645105	5.707636923033593	5.257282668725961	5.259866876531289	5.363954373957723
IT1_117499	3.1644642229934257	3.562984694236778	2.6990739335181377	1.677500190861792	0.0	2.6369928903826305	3.2785703366616863	2.539642922276593	3.5011709118292806	3.5020711661365516	2.7992573029147283	3.2624214941314182
IT1_117527	3.188242087425339	3.540666399092082	3.389986715293675	3.173978202883306	3.241985901102911	3.020536439651021	3.364696276352952	3.502004131647198	3.869585285481779	3.6602197960084	4.046945810828311	4.01234131695433
IT1_1176076	3.5714565127082194	3.1950461018311613	3.289713399973934	3.3332731297087155	3.4489058753382063	3.159411166783112	3.395773729659339	2.7409788412256777	2.3415806155521866	1.8268706943288089	1.931264206391554	2.6153748778569095
IT1_1177074	4.711483279594752	4.779945649511098	4.999755893573302	4.507689558419144	4.50567953806379	4.057291964425964	4.674514675185808	4.567074958840623	4.830514843531156	5.0558588308450965	5.0991314986788225	5.073506880303357
IT1_1177239	3.8702114476517626	3.586924538824217	3.624773253766468	3.296601667761951	2.333171807102727	3.317422379060444	3.311965334286785	2.9874883448754415	1.6692111693623213	2.9614468843428043	3.0889714853317467	2.984061677599442
IT1_1178242	3.923567210867589	4.203729165906204	3.78591887063023	4.09959107821909	3.8476207697733043	3.6490081934171408	3.6434930679142083	3.342865588546789	3.736286526925556	3.1543031520722384	3.043855326429294	3.4991396991070136
IT1_1182609	4.142751938176247	4.5562922507066075	4.085355909598951	4.620317366485383	4.316661255248925	4.125077289563268	4.184949916261905	4.746210867726048	4.57159220074172	4.1997340184864775	4.317357419462898	4.029684658840631
IT1_118300	3.584877686276079	3.4739232120352654	3.719647419613294	3.1204778649740756	3.2955547229229127	3.5047595494161863	3.5739873958831985	3.126176190021132	3.167411295106237	3.5113994524235324	3.4189220451124505	3.657132184876479
IT1_1185007	5.41086602298488	5.442119863248416	5.417468888174928	5.113254318468566	4.729314894296823	5.100458381789876	4.592413696421761	4.554677332993614	4.570753502057215	4.461974818091847	4.440274654068542	4.495105718147881
IT1_1185164	3.931200040619216	3.4036029931252743	3.266044374896005	3.243177751170254	3.460305014616703	2.440634236125801	4.199502672140216	3.6152490712938197	3.629058109185522	3.295980903362913	3.5703637694187096	3.842744599774063
IT1_1185180	4.234991457960549	4.007309564077699	4.122169279861259	3.93327673457728	3.6679514488822726	3.968585177012203	3.859778615242325	3.757849850911197	3.8970051283449156	3.6402047897332075	3.5163500132693395	3.6952980933546993
IT1_1185971	3.175137365229847	3.8562032537387365	4.0747859737970185	3.827602749915606	3.573574401202757	3.7429681214455424	2.125640539493842	3.755192671739247	3.690678695053578	3.1456812539053702	2.717848313978406	3.0422561558732104
IT1_1185977	4.123934144638418	3.79696965041021	3.683407206651848	3.1412136873109	4.0810180018819615	2.8232115362615704	4.012915884418282	3.8398393512515216	3.5730846248839847	3.6376526175226958	3.847581490051594	3.6715164720118088
IT1_1186478	3.514979408816279	3.599505439558307	3.461043978027516	2.9022095568410395	3.330348157038822	1.8132835299400223	1.7212324764044937	3.459033592658934	3.071465003466796	2.4906845047819375	1.5088625561416373	2.705930252016959
IT1_1190681	3.6381162197166144	3.525411246292037	3.2796992291389184	3.2627743828188134	2.916614621417126	3.0429090871724624	3.426868422962748	3.432441413171549	3.073739619489883	3.074624948690785	3.291628859146418	3.2252397192075937
IT1_11908	4.4073499273434695	4.41670354385655	4.359931496551377	4.472752497824095	4.423918733927257	4.430853689278127	4.903641048556011	4.899252952524853	4.816557030856164	5.150467738558303	5.0507555024922395	5.090045954775986
IT1_1191048	4.179929528627137	3.9688097892668277	3.8646499499755524	4.120872675730227	3.9649600668992906	3.868070208681878	4.032978458401396	3.9780634386415072	4.004457855727428	4.05243794505226	3.88363476173593	3.9950181118433252
IT1_119231	3.815357021574715	3.802571513993452	4.158661896201635	3.58756511906178	2.485222881741809	3.8371068773481745	3.520741531639638	3.027340651003079	3.1196531573430297	3.872948637373729	3.5424908342833277	3.2714591216227054
IT1_1194060	4.627718938570048	4.087597070343565	4.252670927944422	4.35047581745835	4.663560987255115	4.454002535010963	4.529337038285944	4.608663593681217	4.502943618319992	4.153912314412957	4.201054236673148	4.414595840242272
IT1_1202181	3.657788109097491	3.773652872198464	3.6872010637407917	3.2856502913620727	3.0121519926923366	2.965370538861668	3.440150879546062	3.077502565520661	3.197821439482562	2.765614384028831	3.525798649733652	2.9732655527380643
IT1_1202568	3.251178739368866	3.6136924545693114	3.7550850394967243	2.6462042420224576	3.1767571896103477	3.1295996499911136	3.910382689871539	3.6193883603714947	3.5917878860905996	3.0548431694061753	3.202091133502319	3.5558112921981917
IT1_1203117	4.004925638302706	3.992090075859189	4.0659739053826565	4.252794949286468	3.7677458926152974	3.4228889351724683	3.7763345717662866	3.9171695220140417	3.9942650565323454	4.242185381289871	4.112539922254785	4.4495734338812944
IT1_1203269	3.2076195681141715	4.011277296687174	3.868434476418865	3.158494819114035	3.37492113524362	3.2140783914560687	2.8348716232695295	2.939796432266028	3.02467524189075	2.7402609897474814	3.3191188001285927	2.54466506643768
IT1_1203673	3.496175522415929	3.6204749444401485	3.7018087731891196	4.027686710019086	3.9158843047111067	3.7395223516980205	4.115593636780289	4.137129281092234	3.826993866205169	3.9922597439550556	3.8788543235066495	4.206306160866547
IT1_1204506	4.190107023078641	3.9311467788938743	4.2112067776321815	4.231892647171011	3.806305602499468	4.003042374252268	4.178915832118436	3.7802143367185037	3.9839371695902357	4.192474829067939	4.167820982105659	4.253830976305428
IT1_1206503	3.8180339964771	3.717173205039094	3.802160081211686	3.637373188353769	3.7452277542786025	3.697158229923367	3.8358443642318343	3.9154254682200023	3.813726032960059	3.856274417056193	3.661144435559905	3.8456842428210036
IT1_1207917	4.574236685971651	4.610143437159834	4.648148382516224	3.7902885149791534	3.7290910269817155	3.14736807804393	1.1308603672916784	1.9678748699117299	2.1120779460043844	1.1672865345730192	1.3035457645163588	0.8831812793751855
IT1_120968	3.385996918013839	2.8874969472126057	3.4613528945926775	3.5678319605358637	3.330655675732361	3.608896018079863	3.6898659829266167	3.9696946966802833	3.6960829756361027	3.306832909996956	4.007603294612532	3.60299432309496
IT1_1209955	3.9955351111851716	3.814339568409556	2.9561796059846963	3.5392451348511935	3.036770003060607	3.26495790661649	2.884792780774449	2.9900201639854256	3.63007320030431	3.451831964921888	3.486918650472456	3.059248889999704
IT1_121053	3.7569597877116947	3.807250716673652	3.7381457238931786	4.116253468955334	3.681301818973883	3.803426822222857	3.6552305982271998	3.5980157573837914	3.414971896576263	3.796051829121346	3.677062414179046	3.721580504993344
IT1_1211648	3.9788509553154543	4.315194009108659	4.129669434611429	2.847377741282795	3.587264542173555	3.486943241858961	2.7198555981050747	2.188546673476094	3.039428301553249	3.1691906785220985	3.272375066728624	2.831761722971179
IT1_1213119	3.5214183650943163	4.300967005803696	4.596644401185474	4.005737508785244	3.6783570844362723	4.246531854856059	4.17999321025573	4.160916104835649	3.717606310435345	4.192809640046599	4.2431207333333445	4.214504850960751
IT1_1213903	3.1754033690010184	3.1459332163249667	3.8961297842778664	3.099430104799155	2.6125702097014423	3.007799210452965	3.5370431287590827	3.3967539637117015	3.763273731827604	3.653912591389535	3.5106528199771065	3.6211832525944336
IT1_1214357	4.220414722589789	3.8231599542973886	3.6037748937741148	3.6606816260335044	3.7125238157626055	3.8825008666122383	3.9924338279653973	4.305526592652838	3.919943294763423	4.050403270021062	4.033878273554322	3.8352705039240753
IT1_1216108	3.4722836102105004	3.777946100634927	3.8566752177473513	3.6828480704865285	3.5547308854650552	1.7264617987633262	3.2508026734481965	3.471747610596563	3.3889876782591664	3.647690408071272	3.6650942192214684	3.0895440906632547
IT1_1216295	3.1940023447962855	2.6892475908008007	3.082784757800291	3.494892475495941	2.3118293913688923	3.572996248002535	3.5577275292122925	4.264350309688182	3.4829094959371925	3.5443142945150456	3.51092169913603	3.3404476406776196
IT1_121780	3.655977952945027	3.7693195259675236	3.8558322268022787	3.2054238825617767	3.115957637881737	3.6084306212907795	3.567562497912273	3.428144969752326	2.8270270997406843	3.280693855930583	3.4689299727797414	3.7030376328005277
IT1_1218370	3.898677058440561	3.7852326060318235	3.494454927602472	3.9517196641797363	3.345901966675469	3.7442460337177113	3.017587237168812	3.650110163197855	3.7788632196765026	3.58780603441601	2.9388538155176955	3.0924096849191924
IT1_121889	3.617728500919155	3.515809528410908	3.365252052729621	3.0024239913914457	3.2173905849647886	3.318282322982099	3.6487259342427714	3.872290431197029	3.5340557609515373	3.5207868529694824	3.9235915114245725	3.7739807063676882
IT1_1219832	3.958158360807478	3.5853578094696243	3.9190476236593264	3.900104899815076	3.949775982373496	3.5060760648506	1.6354204666727694	2.8083811545734645	3.267485084504271	3.2543388409960463	3.187952784022142	3.541493052173384
IT1_1227416	4.093945876152682	3.9124013239880897	3.923679224709579	3.237007158420366	3.755773540096916	3.640449543342701	3.6623733616407566	3.9644728670946723	3.3341958028775376	3.7817359070108707	3.9023167430582353	3.826528309265821
