contig_id	IT1_A	IT1_B	IT1_C	IT2_A	IT2_B	IT2_C	IT3_A	IT3_B	IT3_C	IT4_A	IT4_B	IT4_C	length
IT1_2001379	122	135	184	114	78	83	103	133	118	215	237	187	8885
IT1_2003565	228	241	184	245	146	190	178	116	85	40	51	37	5763
IT1_2003979	1317	1732	1516	1403	1096	1054	781	1138	1213	1114	1378	1063	86159
IT1_2004241	145	172	119	122	106	131	114	157	106	126	161	130	4279
IT1_2004336	393	492	429	389	274	347	451	307	332	291	338	265	3562
IT1_2004459	8	33	10	6	8	0	6	8	18	36	13	12	3230
IT1_2006379	22	17	32	10	8	10	17	17	12	16	17	9	3889
IT1_2006469	72	88	68	68	67	49	49	81	62	69	63	45	5829
IT1_2006509	70	95	63	76	59	57	32	59	60	64	93	86	16226
IT1_2007419	24	24	32	12	3	1	11	16	8	21	26	19	3995
IT1_2007812	1036	1140	1455	1028	632	751	1138	1109	1255	2612	2978	2273	35366
IT1_2010162	24	34	26	12	24	27	38	32	30	62	62	64	3108
IT1_2010704	4	32	25	10	15	14	10	20	10	8	15	4	3907
IT1_2011160	33	32	16	24	14	6	6	4	9	10	10	16	3055
IT1_2011474	464	614	584	369	316	389	184	241	275	372	398	276	51586
IT1_2012002	16	19	10	12	10	2	12	20	27	32	36	29	3475
IT1_2015341	124	100	104	76	49	70	32	47	37	34	40	30	4648
IT1_2016077	30	39	30	24	10	15	18	24	34	30	40	34	3534
IT1_2017131	22	31	28	12	18	10	6	8	10	22	12	11	3494
IT1_201739	81	125	146	108	75	110	117	164	138	236	315	213	15227
IT1_2018864	85	65	94	36	40	41	40	49	40	59	70	48	8011
IT1_202186	37	53	28	15	22	18	17	30	38	55	70	44	4519
IT1_2023241	48	81	39	69	41	31	52	55	65	99	84	63	5565
IT1_2023269	20	10	15	9	5	6	5	14	14	28	28	16	3176
IT1_20244	19	29	27	14	16	16	19	22	13	32	31	19	4956
IT1_2025003	144	201	281	92	63	59	45	52	77	124	159	106	17624
IT1_2025837	75	88	117	95	71	73	57	51	55	64	75	62	8048
IT1_2026124	20	27	27	20	20	14	6	12	26	28	34	10	4770
IT1_2027583	29	32	33	26	16	22	5	16	32	25	34	31	7173
IT1_2027606	111	126	118	107	81	90	196	173	146	288	327	221	12644
IT1_2030955	845	930	1055	1062	673	991	1821	2513	2719	5702	6504	5177	38608
IT1_2031437	404	500	448	368	273	263	369	562	484	543	635	472	52026
IT1_2031470	53	91	66	44	34	53	88	84	94	142	171	133	13423
IT1_2031524	51	77	78	66	26	48	46	42	42	70	40	56	4002
IT1_2031613	49	23	18	38	26	43	46	34	29	28	42	26	7784
IT1_203168	48	54	60	34	26	30	45	28	39	56	94	63	7472
IT1_2032036	16	36	41	20	20	24	22	17	48	52	46	40	5092
IT1_2032162	76	135	119	94	80	66	179	164	174	314	389	296	11039
IT1_2033017	46	63	41	19	32	17	22	44	24	44	67	40	5012
IT1_2033540	19	30	38	24	26	20	21	29	34	27	48	38	4908
IT1_2034469	101	97	146	87	68	73	91	94	75	194	219	177	12313
IT1_2034622	26	58	49	65	18	34	41	58	43	48	50	58	3112
IT1_2036547	78	112	125	88	83	82	82	131	124	225	260	182	10839
IT1_2036893	73	121	133	109	79	82	218	225	204	379	379	389	7205
IT1_2038804	14	19	10	10	10	6	12	12	8	14	22	20	3685
IT1_2038857	17	14	26	10	8	6	14	24	26	37	30	32	3026
IT1_2039709	1944	2207	2680	2021	1125	1562	1614	1882	2188	4270	4852	3780	22907
IT1_2039996	44	68	61	57	53	27	56	84	83	80	46	57	11112
IT1_2040582	81	77	75	62	66	62	66	112	118	196	222	150	7356
IT1_2040985	245	359	273	221	182	196	205	193	192	364	435	286	44906
IT1_2041561	21	22	22	17	11	8	16	6	9	21	29	30	3250
IT1_2042196	15	32	24	8	12	18	24	24	20	14	20	24	3731
IT1_2042393	77	102	104	64	41	35	89	80	81	106	129	103	11835
IT1_2043621	140	221	196	147	133	110	111	172	170	94	106	127	10133
IT1_2045563	38	37	26	26	32	23	25	29	55	73	81	88	4107
IT1_2045822	65	79	67	46	33	37	42	49	39	88	97	69	9211
IT1_2046163	46	50	56	20	20	16	22	9	20	35	29	24	5474
IT1_2047870	56	68	59	52	30	22	52	43	35	72	82	56	5362
IT1_204795	68	109	96	75	47	86	64	52	89	110	129	90	10856
IT1_2049247	68	68	84	52	36	71	97	73	78	203	231	172	5890
IT1_2050086	21	26	11	7	16	16	36	26	38	54	41	28	3806
IT1_2050461	24	44	47	30	16	22	26	44	37	98	104	83	4905
IT1_2050585	10	20	14	22	12	12	10	10	8	14	16	11	3628
IT1_2052339	104	123	142	82	65	62	101	102	116	136	167	158	11307
IT1_2054923	30	30	34	18	26	25	48	48	42	71	76	77	6288
IT1_2056319	309	323	449	270	228	290	565	556	708	1505	1747	1344	5652
IT1_2058049	28	47	30	19	20	14	11	25	27	32	23	17	5904
IT1_205833	162	172	161	74	56	76	33	44	66	51	51	46	9565
IT1_2059355	175	2	0	164	585	22	2	1	3	2	0	2	6858
IT1_2060457	216	286	293	171	99	167	71	96	116	145	121	155	32334
IT1_2061222	28	48	22	20	22	12	4	15	16	24	32	14	4456
IT1_2061461	30	26	37	26	17	24	27	18	16	20	32	12	4320
IT1_2061882	23	27	14	12	2	14	6	17	8	14	23	7	3837
IT1_2062943	8	12	12	18	24	14	38	26	33	36	53	24	4086
IT1_2064098	157	200	157	125	137	129	176	156	168	163	228	173	8699
IT1_2064168	81	102	108	101	75	104	122	149	128	113	113	116	9056
IT1_2066235	49	64	51	32	23	10	24	24	32	38	44	25	5679
IT1_206776	34	43	31	15	22	13	31	34	11	27	26	20	6216
IT1_206920	55	52	47	32	22	14	28	48	63	38	78	53	4632
IT1_2071108	220	215	249	174	89	98	106	123	113	197	212	164	7656
IT1_2071925	181	169	194	135	105	95	95	143	90	121	152	101	9408
IT1_2074204	529	647	624	522	430	439	576	637	583	713	746	647	15490
IT1_2075820	153	179	191	167	118	100	94	173	154	167	219	186	5808
IT1_2075988	35	75	63	30	54	28	58	59	66	125	106	78	7201
IT1_2076215	17	26	20	16	21	20	16	9	8	16	27	29	3676
IT1_2076808	409	475	498	394	389	264	405	499	477	610	735	503	39167
IT1_2077628	122	142	107	52	50	43	43	55	40	59	53	57	17470
IT1_2077734	26	28	43	26	20	36	29	34	40	61	94	48	5113
IT1_2079840	28	45	65	34	42	24	14	16	30	21	37	24	5176
IT1_2081237	34	26	24	11	9	6	19	8	16	22	16	16	5242
IT1_2082617	84	70	66	48	35	53	46	40	37	97	89	87	10886
IT1_208290	26	19	34	16	18	20	12	12	21	10	28	35	3891
IT1_2083222	25	36	37	22	30	22	41	54	38	90	98	66	7138
IT1_2083445	899	950	1120	1200	590	715	817	928	1028	1951	2142	1552	41052
IT1_208424	22	13	19	14	0	0	16	19	20	40	44	32	4035
IT1_2084567	57	81	57	34	50	36	52	71	64	100	132	95	11659
IT1_2084668	180	254	244	178	185	178	140	241	182	245	270	196	4209
IT1_2084955	18	25	19	10	4	2	12	17	16	37	66	46	3501
IT1_2085544	31	45	40	18	10	29	27	10	17	17	16	24	6778
IT1_2086113	2192	2060	1895	2292	1659	2166	4302	3086	2817	2455	2717	2175	38282
IT1_20875	10	28	12	12	8	6	14	15	17	16	12	28	3418
IT1_2088964	44	47	31	27	2	10	19	36	28	24	41	26	3916
IT1_2089383	22	11	21	12	0	6	12	23	17	10	16	20	3962
IT1_2089599	58	89	114	72	65	58	116	130	145	195	238	145	14766
IT1_2089939	121	178	152	115	115	98	90	157	128	183	194	200	11393
IT1_2091067	110	113	124	123	61	91	91	104	125	163	152	143	11039
IT1_2091593	27	69	51	53	44	26	27	62	55	62	70	71	7082
IT1_209499	22	46	39	24	25	18	23	44	36	56	61	41	8224
IT1_2095502	11	20	15	4	6	6	11	17	19	38	51	32	3491
IT1_2095915	33	39	34	27	30	20	20	20	33	32	58	30	3713
IT1_2097237	26	34	22	8	5	6	6	8	10	16	6	14	3925
IT1_2098362	135	0	1	113	469	27	2	0	4	0	6	2	5883
IT1_2099871	225	278	259	184	222	201	187	290	258	248	278	242	37828
IT1_2100050	38	30	46	12	18	28	17	8	10	24	25	10	3120
IT1_2100094	42	27	30	13	21	18	19	42	24	26	42	18	5838
IT1_2100349	131	140	77	92	76	116	70	70	101	171	175	153	8668
IT1_2100466	18	47	36	22	34	31	33	54	33	69	54	39	3202
IT1_2102457	1339	1586	1642	1150	919	1025	980	1145	1035	1519	1754	1378	43763
IT1_2102615	34	51	26	24	18	16	31	43	35	33	56	36	6796
IT1_2103688	45	66	67	38	36	37	23	29	36	78	83	62	9265
IT1_2104119	24	27	30	21	12	10	10	16	7	24	42	10	3194
IT1_2104278	185	194	196	173	193	160	194	216	218	283	358	221	34461
IT1_2105405	37	62	63	74	45	58	59	38	44	89	81	89	3777
IT1_2105968	401	360	341	305	218	258	247	228	208	348	373	295	42966
IT1_2106605	126	121	145	84	108	88	69	137	148	238	192	167	21866
IT1_2107234	203	207	190	201	109	164	216	303	221	500	538	490	22831
IT1_2107664	580	731	779	677	422	516	743	731	720	1333	1537	1162	24133
IT1_2109039	32	37	52	24	19	29	22	20	29	49	70	19	4479
IT1_2110468	24	27	22	13	4	8	4	25	12	20	18	16	3821
IT1_2113038	27	19	25	2	4	6	12	4	4	17	22	13	4009
IT1_2114551	30	26	18	19	23	20	14	11	24	17	26	14	5497
IT1_2117685	85	93	131	58	68	54	76	66	67	101	130	76	8315
IT1_2121484	60	90	62	52	70	45	22	60	65	34	40	26	3445
IT1_2122373	1220	1497	1496	1146	898	991	863	863	986	1182	1376	962	26233
IT1_2122837	13	13	18	19	6	10	16	14	21	30	45	26	4999
IT1_2123232	49	40	56	36	34	24	60	56	37	45	64	55	5538
IT1_2123281	36	35	30	24	12	28	6	19	19	34	53	35	5190
IT1_2125198	43	70	59	42	43	43	40	50	54	52	92	70	4617
IT1_2125775	139	154	166	113	79	117	114	156	148	183	308	168	27070
IT1_2126073	211	251	254	221	204	249	124	150	146	146	159	120	6054
IT1_2126201	50	66	33	27	30	30	38	26	37	71	62	36	4617
IT1_21271	330	435	422	288	206	224	134	187	133	196	205	140	43772
IT1_2127843	235	171	236	188	151	177	147	198	166	266	318	220	28295
IT1_2127972	201	214	201	181	147	147	131	189	189	201	226	119	27547
IT1_2129841	202	307	253	198	141	130	198	206	195	330	327	249	39627
IT1_213062	27	36	58	18	25	26	34	14	13	22	40	28	5610
IT1_2130815	37	50	42	49	30	32	17	27	37	24	48	41	5401
IT1_2132527	80	88	89	85	44	48	83	57	69	131	132	121	4030
IT1_2133913	10	14	10	4	4	9	4	11	8	14	18	14	3216
IT1_2134170	20	52	40	18	18	10	16	29	13	32	36	31	4545
IT1_213506	32	29	16	12	6	10	9	14	15	14	22	10	5030
IT1_2135504	278	377	353	229	213	154	235	263	242	367	397	344	22927
IT1_2135526	20	16	34	21	18	16	22	26	18	35	46	34	4617
IT1_2136279	45	71	51	33	16	34	16	23	35	28	22	33	7359
IT1_2138629	10	22	20	8	8	12	14	12	12	14	20	14	3670
IT1_2140510	43	62	37	55	37	32	50	89	88	133	179	135	11490
IT1_2142887	77	83	103	85	60	61	71	63	71	85	102	80	6567
IT1_2143284	18	30	40	10	8	12	11	12	7	15	25	23	3355
IT1_2144244	43	39	38	20	26	21	25	39	25	43	53	36	7482
IT1_2144997	9	19	16	16	4	6	13	20	23	50	40	36	3266
IT1_2146835	12	21	17	27	18	23	40	45	32	70	54	44	4558
IT1_2149026	13	23	24	8	9	6	18	8	14	19	12	8	3387
IT1_2150298	77	105	88	66	60	60	72	49	71	117	105	111	5515
IT1_2150320	47	58	68	36	33	32	48	60	57	64	82	55	5305
IT1_2151281	16	29	16	14	24	9	10	18	6	13	24	14	3156
IT1_2151371	24	30	30	14	2	13	16	12	10	20	18	19	3414
IT1_2152932	19	36	20	10	22	18	29	18	31	50	62	28	3956
IT1_2152970	367	476	443	359	272	263	231	347	286	368	499	285	17514
IT1_2157853	117	141	188	71	88	101	112	144	176	209	234	230	13339
IT1_2158022	34	47	36	16	28	22	31	38	33	40	50	40	7161
IT1_215815	35	54	37	36	21	25	46	61	40	68	75	70	8133
IT1_2159705	22	32	18	7	12	10	10	17	12	10	26	16	3956
IT1_2160844	231	278	283	177	167	178	213	293	262	378	439	325	8533
IT1_2161437	86	91	94	61	53	33	52	65	99	92	65	41	10848
IT1_2161671	82	118	128	67	62	75	82	83	88	161	168	109	11872
IT1_2167258	42	24	36	22	21	31	22	16	20	33	51	32	5749
IT1_2168537	72	40	52	45	30	32	24	12	12	24	12	6	5399
IT1_2169835	164	166	180	143	116	126	183	195	142	246	289	199	8662
IT1_2171979	53	51	52	48	36	38	34	40	55	47	46	32	5463
IT1_2171999	396	483	442	387	242	331	376	360	365	551	645	423	11520
IT1_2172299	12165	14208	14818	10413	8405	10084	5212	7989	7111	5688	6424	4959	35424
IT1_2172902	79	99	88	66	39	44	23	56	107	84	74	59	3827
IT1_217370	50	57	53	28	9	30	24	24	22	38	32	26	3350
IT1_2174112	939	1186	1262	932	705	803	660	722	855	1037	1299	922	28354
IT1_2178740	43	24	24	24	13	10	21	23	14	47	40	34	4284
IT1_2179881	42	42	44	14	8	14	5	18	18	13	24	16	4841
IT1_2183447	112	195	183	152	86	103	119	85	109	149	198	142	21360
IT1_2184374	20	56	41	18	10	16	20	16	14	35	25	26	3275
IT1_2184885	230	284	297	187	106	143	65	76	91	95	144	107	10758
IT1_2185676	123	120	140	82	62	80	33	72	74	72	93	72	8270
IT1_2186309	28	22	36	28	23	12	25	36	23	56	78	55	7168
IT1_2192121	20	10	17	10	2	2	0	12	19	6	24	16	3323
IT1_2193998	42	49	34	18	24	12	10	18	14	11	14	14	5358
IT1_2195032	43	86	61	46	42	49	104	117	71	202	212	180	10003
IT1_2197284	38	24	26	47	25	22	62	60	72	83	100	115	4143
IT1_2199890	61	89	64	45	46	61	64	67	31	79	85	60	5253
IT1_2200929	26	24	17	6	6	16	10	10	10	18	8	30	4292
IT1_2202333	6	12	12	8	12	4	12	18	12	10	15	12	3081
IT1_2202780	49	65	64	27	36	47	58	67	95	215	243	216	6561
IT1_2202977	173	176	199	193	119	169	300	290	312	622	713	564	11847
IT1_2205588	8	18	16	10	8	6	8	10	6	23	10	17	3247
IT1_2205740	46	98	86	52	27	44	61	46	100	122	151	86	4391
IT1_2207476	59	69	79	61	54	39	72	75	82	129	135	103	5402
IT1_2207520	56	72	49	36	26	31	25	18	26	54	39	23	9143
IT1_2208916	147	159	139	120	81	89	55	102	77	113	151	111	15143
IT1_2210018	530	666	718	471	294	483	310	313	456	877	991	861	38043
IT1_2210091	147	191	235	155	127	179	165	168	246	376	469	335	5067
IT1_2210867	10	19	14	14	12	8	6	12	25	16	18	14	3145
IT1_2211141	188	201	241	127	98	130	39	41	48	21	46	21	10142
IT1_2211999	31	12	14	10	6	4	11	13	12	16	20	12	3285
IT1_2213737	45	36	37	48	40	44	15	28	26	22	34	22	7462
IT1_2215076	249	219	256	203	170	203	163	177	139	243	333	218	37470
IT1_2217287	30	22	26	8	10	14	6	25	12	16	22	14	3013
IT1_2217788	16	16	22	16	17	10	17	27	17	44	52	42	3565
IT1_2218289	23	30	36	26	20	21	8	20	16	24	24	22	5729
IT1_2219041	18	19	18	14	9	8	27	18	14	45	52	26	3686
IT1_2219417	4	18	4	18	12	9	10	4	4	6	2	7	3031
IT1_2220968	43	52	52	34	16	17	8	10	14	27	67	32	5458
IT1_2223550	106	142	157	115	77	75	133	162	132	198	188	161	5374
IT1_2224532	7	18	12	10	10	6	13	26	19	32	33	36	3769
IT1_2226957	108	116	120	73	44	73	50	50	83	107	92	72	9200
IT1_2228213	52	63	60	41	44	28	24	44	37	35	39	33	7879
IT1_2228342	47	60	71	44	15	39	22	28	40	49	58	30	8463
IT1_222982	34	61	54	36	26	30	32	30	33	55	64	52	6337
IT1_2230479	682	782	766	651	543	518	610	687	721	1038	1164	949	67880
IT1_2231559	65	76	49	39	47	58	63	56	54	82	115	78	9205
IT1_2231875	159	180	198	225	124	96	265	297	214	293	339	274	27892
IT1_2232387	68	80	84	48	52	44	70	88	106	160	175	156	9020
IT1_2233622	179	181	172	157	115	89	90	148	166	156	196	151	21489
IT1_2235573	379	438	367	428	302	371	398	538	545	680	899	657	26753
IT1_2237681	58	67	59	45	13	37	31	37	42	40	54	46	5068
IT1_224115	31	34	22	18	16	18	11	16	16	28	30	22	4710
IT1_2241311	46	40	40	24	28	23	23	24	24	11	32	12	5794
IT1_2242212	32	48	32	26	26	32	29	18	37	49	38	40	5522
IT1_224370	54	41	41	26	20	22	24	25	52	46	54	51	6714
IT1_2243925	1311	1421	1385	1290	864	1024	1232	1262	1235	2334	2876	2035	47827
IT1_224642	80	108	91	62	47	32	89	91	73	198	191	178	8993
IT1_224686	83	100	104	66	50	37	66	71	91	109	153	137	9661
IT1_2246939	32	36	30	26	14	26	28	20	21	45	63	38	5465
IT1_2247233	26	53	37	13	10	16	35	21	40	26	29	16	5783
IT1_2248469	50	36	60	43	18	15	105	116	135	290	358	253	7652
IT1_225141	149	0	0	113	507	22	2	4	0	1	6	2	6218
IT1_2251787	85	77	94	58	75	76	102	89	114	191	183	135	4174
IT1_2251832	3142	3741	3476	3188	2353	2040	1783	3004	2655	2480	2830	2150	48382
IT1_2251938	21	27	36	16	6	8	7	13	20	18	8	13	4195
IT1_2253614	43	62	88	53	48	36	40	72	44	58	58	41	6966
IT1_2255136	225	222	240	246	155	197	301	345	352	608	711	518	31427
IT1_2258154	31	41	62	39	31	16	24	55	44	95	119	84	5438
IT1_2260687	66	92	67	39	32	22	27	31	26	30	35	27	5389
IT1_2260879	18	18	39	8	12	16	24	18	10	6	19	6	3722
IT1_2261324	71	95	75	51	31	64	49	74	88	98	85	66	15735
IT1_2262386	370	453	352	391	331	236	368	487	423	485	507	393	29317
IT1_226244	160	189	180	202	169	176	213	193	136	104	96	66	15395
IT1_2262709	20	12	16	12	10	0	6	16	10	12	14	12	3914
IT1_2264629	263	4	2	201	912	56	2	6	7	11	6	6	9855
IT1_2266224	124	98	109	92	87	76	112	114	116	124	126	112	17490
IT1_2266813	74	70	70	55	29	28	21	41	42	49	69	48	6549
IT1_2267021	135	215	166	162	127	116	182	273	236	481	524	402	11815
IT1_2267361	34	24	21	13	14	15	20	18	16	32	30	36	4515
IT1_2267574	10	16	14	4	14	18	16	30	22	26	31	22	3665
IT1_2268425	81	67	139	88	51	44	81	84	81	217	241	167	3049
IT1_2268502	34	33	38	33	18	17	13	51	37	26	38	24	5448
IT1_2270228	29	18	20	8	6	8	8	16	8	6	19	12	3178
IT1_2270313	213	197	167	158	149	100	139	138	171	133	158	122	9832
IT1_227083	194	192	236	176	151	137	173	186	181	357	416	325	14770
IT1_227465	37	32	58	36	26	27	23	36	26	63	84	48	4929
IT1_227590	57	70	83	59	42	32	52	109	70	77	94	60	3228
IT1_2276252	66	74	75	40	41	34	77	77	83	147	205	152	4242
IT1_2276611	85	135	135	115	103	110	151	205	124	169	170	121	9304
IT1_2278719	99	99	124	56	64	56	77	98	86	238	258	191	10417
IT1_2279951	50	31	40	20	22	22	18	38	39	46	56	40	8178
IT1_228160	705	888	836	750	541	599	876	895	950	1544	1800	1293	88418
IT1_228253	289	463	336	333	162	230	272	284	277	388	541	341	4933
IT1_2282896	30	38	48	17	10	19	4	21	15	24	31	16	3384
IT1_2283029	134	194	185	100	99	78	99	118	93	182	213	164	21929
IT1_228309	66	90	103	66	55	66	32	30	40	74	70	44	4207
IT1_2283698	27	25	40	27	8	9	18	34	28	34	62	22	3278
IT1_2283854	16	16	30	8	13	10	0	12	18	8	18	13	3207
IT1_2284950	32	29	30	16	22	29	17	21	30	26	64	26	5346
IT1_2286673	567	772	734	550	397	393	571	543	661	912	1117	820	69174
IT1_2287064	37	46	46	26	24	28	39	55	40	82	126	84	10105
IT1_2287709	75	59	76	79	48	58	50	85	77	81	94	93	8892
IT1_228780	184	248	230	142	156	165	184	194	141	217	271	201	11046
IT1_2288940	163	210	220	195	200	219	159	211	157	246	269	180	18693
IT1_2289733	18	32	22	15	7	3	4	10	8	26	30	34	4403
IT1_2290346	51	60	62	46	24	26	36	60	92	165	200	148	7825
IT1_2290366	16	32	34	17	18	16	28	16	33	40	46	44	5083
IT1_2292096	118	101	113	88	83	71	114	107	112	131	196	109	7675
IT1_2292737	23	40	50	40	20	53	12	38	35	15	14	25	6245
IT1_2292892	34	24	32	22	14	23	24	22	8	20	36	34	5509
IT1_229420	70	74	74	47	39	67	40	47	49	86	104	83	3804
IT1_2294413	102	115	129	95	105	81	104	119	114	102	90	116	9567
IT1_2294859	141	260	213	216	118	155	252	297	265	412	586	359	27796
IT1_2295153	32	44	32	6	10	0	10	14	10	4	22	10	4241
IT1_229701	37	32	20	16	9	18	16	18	24	34	30	18	3937
IT1_229705	40	27	36	31	26	22	10	42	24	41	36	18	3447
IT1_2297367	210	198	252	177	133	189	142	187	170	230	271	201	4676
IT1_2298097	22	12	20	14	8	14	8	6	10	4	8	7	3146
IT1_2298895	60	60	57	50	42	52	52	74	56	62	82	55	3559
IT1_2298976	18	16	14	8	14	18	24	18	17	42	40	47	4213
IT1_2300082	16	16	34	14	8	10	4	4	10	8	9	6	3083
IT1_2300753	16	26	21	22	8	12	8	20	22	40	48	23	3102
IT1_2301008	50	56	51	30	20	22	24	27	30	38	53	36	4699
IT1_2301225	24	6	24	15	6	15	12	12	11	26	25	20	4293
IT1_2301640	19	40	30	20	14	18	24	42	28	30	24	30	3867
IT1_2302606	34	36	31	13	14	2	7	11	31	18	32	18	5699
IT1_2303037	226	3	0	177	745	43	3	6	1	2	2	0	8514
IT1_230498	227	262	321	215	158	195	95	97	93	127	143	120	28427
IT1_2305076	21	12	16	24	18	6	22	20	12	27	37	18	3142
IT1_2307041	134	152	143	104	86	80	61	153	147	123	88	80	21289
IT1_2307456	84	103	111	45	59	63	80	67	53	30	40	26	6236
IT1_2309887	51	74	38	24	20	16	12	4	15	12	24	14	5035
IT1_2310579	375	479	442	360	306	306	366	363	386	726	805	587	34615
IT1_2311428	240	343	353	176	142	184	59	32	40	26	16	16	9829
IT1_2312973	35	71	58	42	20	26	44	67	54	74	89	65	10389
IT1_2316529	45	67	49	47	48	28	55	93	62	60	45	79	9782
IT1_2316848	118	122	158	160	107	115	177	224	175	238	299	204	7249
IT1_2317026	48	48	22	50	28	52	74	32	41	70	96	54	9929
IT1_2318170	76	78	90	46	59	48	43	59	54	49	51	30	4441
IT1_2318272	41	85	49	89	38	45	49	62	78	39	57	56	5025
IT1_2318440	46	78	58	23	35	36	38	38	43	80	67	34	8405
IT1_2320168	368	441	441	318	312	318	327	350	357	498	577	460	31027
IT1_2320790	12	24	12	11	6	15	12	18	6	27	28	27	3190
IT1_2325442	38	39	36	28	19	22	23	51	41	39	36	19	6371
IT1_2325877	79	134	166	138	95	112	346	336	407	858	851	698	18655
IT1_2326916	10	20	30	14	9	18	2	12	2	6	4	8	3620
IT1_2327946	74	99	81	106	67	52	93	81	81	126	158	110	4449
IT1_2327955	29	33	42	26	18	22	31	40	42	61	47	44	4126
IT1_2328079	16	16	34	11	8	5	36	28	36	62	91	78	4368
IT1_2329283	15	16	15	6	8	4	20	10	4	15	8	15	3075
IT1_2329688	8	31	29	10	17	2	12	28	6	27	9	12	4114
IT1_2329698	30	19	26	10	10	11	10	4	8	34	41	22	3628
IT1_2329883	32	36	36	16	20	28	15	6	12	16	36	16	4200
IT1_2331377	1022	1360	1320	920	870	751	893	1071	1039	1626	1830	1393	125700
IT1_2333053	46	76	60	49	37	45	57	40	54	132	138	85	4239
IT1_2333122	16	22	26	17	14	4	29	30	18	33	66	67	5002
IT1_2334436	11	26	6	4	8	10	17	8	5	10	16	20	3482
IT1_2335908	24	48	36	24	18	16	20	22	16	20	8	28	3928
IT1_2336951	16	25	8	8	8	4	10	22	2	2	8	14	3568
IT1_2337136	21	35	24	22	18	20	12	12	18	21	40	24	4021
IT1_2337428	188	198	157	179	126	163	171	237	231	226	303	237	7249
IT1_2337745	61	83	85	59	53	54	82	91	102	138	153	98	11001
IT1_2337778	51	88	70	58	35	59	68	55	85	66	116	85	5166
IT1_2337971	14	15	28	16	12	12	8	11	18	16	22	28	3801
IT1_233857	43	53	52	45	35	32	26	30	37	72	66	50	5934
IT1_2340488	156	207	208	147	127	120	237	269	251	443	464	341	10976
IT1_2341680	14	6	14	6	0	4	6	4	10	20	21	12	3354
IT1_2341708	354	475	468	282	268	244	292	357	328	370	475	350	39251
IT1_2342016	62	91	106	69	64	50	56	58	65	134	161	107	5359
IT1_2342387	132	123	140	129	116	118	119	117	107	167	258	164	22586
IT1_2343223	29	51	45	46	13	28	29	22	31	28	30	26	8851
IT1_2345116	225	256	176	122	138	163	182	185	164	247	232	199	19188
IT1_2346566	153	149	188	83	57	78	2	6	8	8	12	12	5777
IT1_2346682	41	66	62	44	21	36	4	12	8	6	9	4	3193
IT1_2346990	102	134	128	108	92	90	139	145	183	217	250	183	13421
IT1_2347704	4508	5743	5140	4659	3404	3319	4964	5090	5499	8977	10321	7628	48053
IT1_2350289	65	90	64	31	37	24	51	54	59	79	76	58	10267
IT1_2350703	57	46	41	26	13	29	20	27	27	32	42	19	6250
IT1_2352945	176	171	153	160	112	116	39	40	40	50	67	46	9516
IT1_2353995	36	35	16	22	10	10	11	14	20	38	26	22	3842
IT1_2354101	288	253	285	378	236	268	627	799	649	1523	1687	1330	41275
IT1_235570	398	448	626	301	233	278	331	312	455	691	778	592	25928
IT1_2355706	99	139	124	80	98	75	86	90	90	134	173	117	9616
IT1_2355867	18	35	20	30	12	15	24	16	20	47	30	32	4132
IT1_2356202	29	30	34	31	14	36	17	28	12	24	36	24	5799
IT1_2358482	189	275	211	169	132	114	62	95	69	107	102	67	18607
IT1_235892	184	253	240	188	129	157	217	194	203	303	320	242	9160
IT1_2360959	112	123	146	102	88	60	119	112	135	173	164	139	4594
IT1_2361044	52	87	87	64	50	51	65	94	70	95	136	87	5539
IT1_2361088	39	60	65	54	45	22	34	51	26	40	63	54	4109
IT1_236165	119	156	136	91	85	98	79	99	93	176	175	166	8420
IT1_2361670	81	107	135	80	70	72	71	72	86	141	161	101	9547
IT1_236184	273	283	348	217	200	193	134	181	176	266	286	249	26853
IT1_2362314	53	40	47	35	20	38	16	36	32	42	46	55	6704
IT1_2364372	25	27	20	6	8	16	10	11	11	33	34	18	5128
IT1_2365043	26	21	28	23	15	20	17	24	25	32	53	44	4004
IT1_2366022	50	48	48	22	27	44	45	75	49	85	113	66	7475
IT1_2366373	39	49	57	40	29	30	43	62	71	98	81	49	6647
IT1_2367429	50	18	52	16	6	10	17	24	16	31	44	38	3408
IT1_236767	182	177	166	163	121	157	112	150	109	212	269	211	7711
IT1_2368840	748	867	947	831	572	734	904	1012	1049	1767	2020	1586	16351
IT1_2369169	48	82	65	56	40	64	61	67	55	78	92	59	13222
IT1_236943	15	24	50	13	6	14	12	11	34	28	35	34	5152
IT1_2370644	409	487	435	395	249	338	417	344	409	781	885	687	8903
IT1_2371242	42	71	55	36	35	24	44	51	74	69	130	75	12595
IT1_2372658	43	38	22	42	31	31	39	27	42	51	29	12	7111
IT1_2373379	21	22	24	2	2	6	12	9	14	6	14	6	3012
IT1_2373736	10	20	18	6	6	12	4	4	11	34	30	25	3265
IT1_2373886	65	76	78	59	38	46	38	49	55	73	73	68	7157
IT1_237476	69	85	89	77	71	60	53	63	62	72	122	68	3358
IT1_2377701	57	67	53	35	27	50	46	59	61	98	88	49	3735
IT1_2378119	26	28	30	20	14	22	11	17	10	53	48	32	5558
IT1_2378168	31	59	56	34	28	33	37	16	25	39	47	38	8257
IT1_2378770	32	28	42	26	14	10	18	14	22	28	46	39	3125
