contig_id	IT1_A	IT1_B	IT1_C	IT2_A	IT2_B	IT2_C	IT3_A	IT3_B	IT3_C	IT4_A	IT4_B	IT4_C	length
IT1_547046	94	150	97	101	77	88	125	141	148	172	267	177	7700
IT1_5470876	21	21	25	13	25	16	17	32	35	52	75	46	4837
IT1_5471165	42	42	47	37	36	49	36	53	33	58	37	59	4453
IT1_5471523	40	48	66	40	26	34	30	40	49	73	94	66	5429
IT1_5471755	28	27	46	22	22	16	36	32	26	26	60	22	4354
IT1_5474138	40	58	49	37	18	45	53	42	56	70	96	64	3640
IT1_5474250	182	199	212	137	122	114	75	99	120	115	131	98	3105
IT1_5474634	147	136	126	112	70	62	114	114	122	218	321	194	6181
IT1_5475868	18	34	25	18	6	22	16	22	13	27	27	32	3447
IT1_5476658	26	41	18	22	14	28	12	16	23	22	37	22	4304
IT1_5478440	58	68	61	45	34	44	25	50	41	46	52	50	5573
IT1_5479471	103	104	114	95	90	84	96	109	106	148	184	118	8720
IT1_5479847	197	218	182	142	163	126	188	350	248	418	505	408	15166
IT1_5480477	42	35	33	30	18	18	11	20	18	31	40	29	5734
IT1_548216	53	49	75	29	28	26	2	14	10	16	10	12	4774
IT1_5482208	21	8	30	12	4	10	4	12	10	26	26	26	3166
IT1_5482294	34	45	50	25	18	20	16	21	19	34	31	28	6177
IT1_5483121	23	27	43	15	9	14	20	30	19	33	45	24	5718
IT1_5486510	64	44	51	78	52	37	78	93	76	108	210	111	6671
IT1_5487209	14	19	16	12	8	9	8	8	8	21	26	19	3009
IT1_5487736	141	138	98	137	95	102	108	67	54	47	30	25	14430
IT1_5487914	24	35	34	10	19	27	16	36	18	31	37	26	6194
IT1_5489755	72	72	83	62	44	32	50	66	42	76	87	109	4286
IT1_5489759	20	48	18	20	10	10	13	22	21	12	24	22	4618
IT1_5490491	398	481	477	367	304	366	405	420	471	669	762	575	10572
IT1_5491348	255	342	309	258	225	218	260	301	242	345	407	256	3963
IT1_5491616	377	435	426	303	172	251	179	280	353	489	581	441	11349
IT1_5494216	32	53	39	42	24	24	28	28	35	68	64	67	6417
IT1_5494384	16	25	12	4	23	20	10	23	28	42	37	14	3435
IT1_5495305	33	26	35	6	14	11	6	13	4	10	28	13	3272
IT1_5495695	352	389	436	250	230	266	228	311	375	931	1100	769	9358
IT1_5496071	55	85	74	63	44	40	66	65	54	91	130	91	10219
IT1_5497297	142	179	166	55	70	64	17	6	6	7	22	2	11418
IT1_5498514	23	32	22	17	9	12	9	17	17	21	12	8	3512
IT1_5499211	28	16	25	3	10	6	6	8	12	10	12	6	3138
IT1_5500585	15	34	20	23	10	24	23	18	13	26	31	15	6303
IT1_5501641	332	301	296	323	236	288	159	283	208	146	181	148	34964
IT1_5502030	16	36	38	24	24	22	23	18	12	20	45	28	4087
IT1_5502604	108	147	171	76	34	63	40	37	28	22	16	11	14636
IT1_5503619	60	80	79	83	62	51	108	143	118	215	235	156	12419
IT1_5504484	121	184	218	130	95	126	86	97	129	201	272	163	13032
IT1_5505131	28	43	28	18	26	5	10	8	16	20	26	19	4430
IT1_5505784	30	42	16	8	8	17	5	14	14	11	34	22	4037
IT1_5507053	27	24	31	27	10	9	31	22	34	46	39	31	5045
IT1_5509932	42	70	84	43	54	60	10	32	29	12	24	20	9188
IT1_551126	176	159	197	141	97	97	76	173	121	113	141	108	20268
IT1_551128	26	36	16	14	16	14	14	28	39	50	48	28	4242
IT1_5511861	38	64	66	33	13	16	23	16	41	73	67	24	8911
IT1_5511966	82	133	200	96	72	89	97	103	137	233	240	194	5744
IT1_5513572	306	373	422	310	197	337	343	335	412	844	996	747	51156
IT1_5514101	32	45	49	33	32	22	32	51	37	41	44	32	5685
IT1_5514686	247	355	314	268	188	211	254	292	239	352	433	319	13988
IT1_5516404	13	8	22	8	14	5	8	8	4	4	18	12	3108
IT1_5516573	24	50	46	23	11	24	29	36	36	32	32	16	3846
IT1_5517455	33	40	47	19	24	24	10	22	6	10	12	12	3884
IT1_5517902	348	364	359	257	181	243	97	341	402	424	485	347	36938
IT1_5519536	90	114	85	78	71	87	93	126	98	163	203	133	7151
IT1_5519597	71	74	60	55	45	39	123	76	66	148	166	99	5079
IT1_5519618	78	66	94	60	44	71	65	93	96	172	215	149	3066
IT1_5520304	68	74	84	47	31	42	51	49	35	59	85	62	6422
IT1_5520749	58	51	58	31	23	27	12	14	16	23	8	34	3334
IT1_5520859	38	71	59	60	39	32	94	78	59	118	141	91	7961
IT1_5522269	52	64	89	50	23	31	18	28	18	52	75	38	8601
IT1_5522885	44	69	41	39	36	40	49	85	52	90	121	91	10636
IT1_552573	18	20	32	11	12	5	16	17	6	24	21	11	4173
IT1_5527006	38	53	50	52	24	18	48	46	34	88	116	72	5618
IT1_552757	52	93	69	43	37	34	49	48	52	82	139	87	8612
IT1_552780	42	64	56	52	46	23	32	82	48	92	78	71	3161
IT1_5528280	171	230	183	128	101	90	70	50	66	80	86	62	8866
IT1_55297	16	20	19	18	4	24	16	27	15	30	45	30	6234
IT1_5531751	12	7	23	4	9	6	8	10	15	14	7	12	3010
IT1_5532192	121	147	146	45	67	73	24	19	33	16	26	14	9747
IT1_5534281	4437	5471	5482	4049	3242	3540	3950	4408	4647	6504	7750	5824	61155
IT1_5534363	138	171	160	149	86	103	99	188	119	170	191	175	12126
IT1_5535566	199	215	243	185	138	220	166	226	210	210	246	224	7507
IT1_5536993	133	194	169	153	83	78	72	98	109	169	178	159	7456
IT1_5537643	4	22	18	14	2	10	18	4	2	24	24	24	3394
IT1_5538792	13	28	17	5	7	9	11	6	8	22	30	15	3590
IT1_5540559	17	32	35	27	16	18	36	34	39	46	52	63	4764
IT1_5540825	24	34	28	17	12	18	15	18	10	5	30	16	5732
IT1_5542232	22	23	32	22	2	8	28	40	35	38	52	19	3750
IT1_5543451	69	83	112	49	24	30	24	41	47	61	62	36	8935
IT1_5544300	150	195	293	108	52	77	43	62	83	75	108	93	23853
IT1_5545186	29	32	16	12	12	6	11	5	8	14	8	6	3236
IT1_5548271	28	38	42	13	8	22	8	10	21	14	10	6	3464
IT1_5550490	24	40	12	19	14	22	49	22	23	45	52	31	5260
IT1_555122	611	844	784	856	612	745	1259	1425	1560	2451	2868	2275	35870
IT1_5552203	40	71	37	31	28	14	51	55	39	81	106	68	5165
IT1_5552506	57	44	35	24	13	26	34	14	30	24	18	18	7732
IT1_5553456	22	10	20	12	9	5	4	0	18	28	18	16	3240
IT1_5554682	22	20	13	18	4	18	31	27	24	30	46	32	3087
IT1_5554887	16	28	17	22	6	6	5	2	26	20	30	20	4407
IT1_555504	57	56	82	57	35	50	56	40	71	83	76	81	6761
IT1_555721	23	26	2	12	10	15	10	9	12	7	18	13	3968
IT1_555814	102	151	133	99	84	71	82	76	79	118	118	99	14362
IT1_5559024	14	42	33	29	7	28	26	27	22	45	47	23	4997
IT1_5559210	1370	1525	1244	1760	1017	1369	4428	3241	2987	2577	3030	2208	46050
IT1_5559704	251	342	351	250	171	205	229	253	252	508	573	439	10044
IT1_556385	399	459	458	353	256	287	271	360	327	456	580	396	22570
IT1_5564049	22	41	30	26	24	4	35	34	54	61	78	63	3111
IT1_5564305	31	84	58	29	30	39	55	52	52	82	115	81	5863
IT1_5564578	74	153	112	102	89	87	125	100	92	220	235	219	8675
IT1_5568237	71	66	66	27	43	31	42	62	71	76	78	68	6846
IT1_5570771	60	48	41	33	38	25	14	15	28	44	56	46	9492
IT1_5571309	16	18	14	4	5	8	13	10	12	38	52	32	3576
IT1_5571323	164	139	134	104	92	99	105	150	163	196	206	169	24050
IT1_557281	26	20	23	18	13	18	8	8	16	32	46	18	4370
IT1_5573063	22	39	36	12	18	18	32	27	26	49	49	37	6000
IT1_5573728	94	106	105	62	53	52	49	62	51	100	70	70	14789
IT1_557373	67	68	49	47	67	50	63	92	62	78	105	72	13552
IT1_55738	243	247	246	221	191	153	147	208	193	258	333	273	21723
IT1_5574392	178	188	195	189	147	210	186	316	264	392	420	281	8546
IT1_5574984	27	45	34	24	40	20	18	41	37	42	60	33	5015
IT1_557537	41	44	45	28	25	17	21	20	14	57	89	39	6885
IT1_557555	57	86	77	52	30	42	16	63	53	79	83	69	4468
IT1_5577586	26	41	34	20	10	10	8	16	43	16	14	23	5370
IT1_5580064	242	269	262	255	192	226	229	295	248	465	512	323	24561
IT1_5580788	20	32	27	15	10	16	28	40	42	32	28	30	3946
IT1_5581553	108	103	124	66	62	46	30	26	50	54	60	45	6190
IT1_5581840	65	43	66	52	40	28	16	58	52	56	52	57	9011
IT1_5582462	564	653	697	597	471	426	464	616	532	626	836	543	10647
IT1_5584557	68	62	79	73	46	59	106	80	99	154	164	114	6337
IT1_5584719	239	313	293	297	183	183	259	316	277	327	419	265	8471
IT1_5585898	35	38	28	17	24	15	18	15	23	25	40	25	7979
IT1_5586980	311	352	372	256	218	250	325	306	338	366	437	296	10177
IT1_5587561	34	61	32	30	30	16	16	48	30	36	32	22	7507
IT1_5587895	16	16	30	18	10	11	13	12	8	21	40	7	3843
IT1_5590035	453	487	496	482	345	247	239	503	406	330	377	268	28171
IT1_5592178	16	36	22	20	14	20	34	34	41	27	49	34	3719
IT1_5594843	30	30	35	32	30	37	75	94	112	223	275	187	5130
IT1_5595565	81	87	81	44	44	42	55	69	69	92	118	91	8269
IT1_559847	36	26	26	12	12	10	12	12	23	14	14	12	5248
IT1_5598830	40	22	30	11	8	15	2	10	16	12	12	12	3457
IT1_5598857	17	30	36	10	8	9	2	8	12	10	8	20	3526
IT1_5598869	13	20	22	2	9	4	10	4	14	20	17	16	3545
IT1_5599795	40	46	40	22	16	21	12	34	17	13	16	14	3486
IT1_5600049	41	66	55	41	34	13	40	48	52	73	100	76	7872
IT1_560022	14	18	46	19	8	14	4	19	17	12	28	27	3182
IT1_5601274	13	10	22	6	6	12	6	4	7	8	10	12	3170
IT1_5602259	92	127	113	70	68	72	59	122	103	102	158	76	13282
IT1_5602405	109	150	96	127	66	60	183	166	139	242	287	220	15628
IT1_5604099	28	28	15	14	8	4	12	14	11	8	9	13	3007
IT1_5604246	52	74	60	79	51	48	60	84	70	124	138	97	9582
IT1_5604633	174	256	244	175	158	141	73	105	126	87	131	103	15844
IT1_5604668	17	28	11	22	16	14	10	5	12	18	16	11	3397
IT1_5604696	100	124	116	116	62	106	80	112	88	172	238	163	5475
IT1_5607240	52	61	52	38	23	24	10	34	22	20	40	18	7012
IT1_5607731	12	32	26	20	18	18	18	18	17	23	23	17	3931
IT1_5607796	30	29	33	11	14	13	22	12	19	14	34	28	3244
IT1_5608875	16	19	14	9	5	3	14	5	6	8	16	6	3546
IT1_5609035	38	52	48	28	43	37	75	63	87	123	125	92	8065
IT1_5609336	1053	1365	1209	936	834	765	759	875	837	1061	1127	936	50375
IT1_5609975	69	62	79	68	42	46	44	67	70	103	138	87	6442
IT1_5610677	5111	5672	5304	4336	3947	3555	3050	4707	4205	4171	4761	3559	335372
IT1_5611094	25	12	18	11	7	2	5	8	10	19	13	15	4433
IT1_5611144	105	112	91	119	92	93	116	137	79	162	217	134	6901
IT1_5611374	10	24	23	20	19	13	4	12	14	19	22	6	4452
IT1_5611858	156	196	170	150	92	92	102	181	146	140	164	135	25825
IT1_5611989	87	120	90	69	32	70	113	89	103	165	209	147	17452
IT1_5612619	29	35	38	49	32	23	21	52	25	47	34	57	7119
IT1_5612631	92	115	132	88	61	85	96	128	103	193	185	134	6217
IT1_5613191	62	79	92	48	35	33	61	53	42	69	113	62	10849
IT1_5613834	24	40	42	27	31	44	51	50	39	55	63	62	4674
IT1_561400	81	79	99	68	34	70	52	71	46	123	107	102	6567
IT1_5614819	1383	1633	1766	1399	866	1212	1310	1801	1988	3250	3718	2828	20339
IT1_5614973	64	92	86	94	69	65	60	116	109	189	204	154	7590
IT1_5616426	35	50	62	17	10	18	10	12	12	22	34	8	5055
IT1_561858	125	193	211	117	87	108	72	88	96	132	174	112	3444
IT1_5619343	20	27	36	20	12	17	8	6	14	20	30	11	4818
IT1_5620313	60	91	66	49	38	35	22	4	11	6	6	8	5128
IT1_5620327	65	42	66	42	37	24	30	56	50	67	85	50	8322
IT1_5620567	172	244	261	213	167	152	311	381	339	479	527	433	7333
IT1_5622921	237	279	259	212	214	187	191	326	289	251	356	250	7872
IT1_5622946	18	18	29	6	4	0	6	10	15	26	18	9	3411
IT1_5623454	16	21	23	6	10	4	21	10	10	19	14	10	4032
IT1_5624610	36	49	62	56	26	33	31	51	63	56	72	44	10282
IT1_5626123	61	68	38	32	40	23	12	19	16	12	27	20	6607
IT1_5626175	4	6	16	16	12	4	27	25	14	24	63	43	3102
IT1_562745	243	284	243	168	204	175	224	399	315	376	364	315	31044
IT1_5628585	22	22	16	22	9	9	10	16	18	32	22	21	3503
IT1_5629102	58	120	93	80	34	34	12	20	32	8	7	6	4030
IT1_5631618	30	59	58	38	14	30	30	43	26	64	71	33	5190
IT1_5633608	14	20	19	10	6	8	6	12	10	18	16	12	3136
IT1_5634100	4	29	13	6	14	12	14	10	10	12	17	14	3646
IT1_5635064	34	56	56	48	28	31	58	25	39	75	90	64	6112
IT1_5637881	30	45	46	28	22	18	8	28	12	13	34	24	5654
IT1_5642275	42	61	53	52	27	34	24	46	31	34	51	37	6201
IT1_5642466	16	18	28	6	11	10	14	4	11	28	44	23	4502
IT1_5642480	705	772	753	495	314	381	160	235	196	269	312	243	72882
IT1_5642599	80	82	47	53	32	68	72	69	57	92	92	58	5557
IT1_5642913	28	28	30	13	12	6	15	20	19	48	38	34	5720
IT1_5643847	42	80	73	56	61	48	53	83	51	136	140	71	9811
IT1_5643876	51	73	52	46	55	36	40	56	27	79	90	78	9703
IT1_5644907	29	28	33	14	18	20	29	16	16	38	40	22	6126
IT1_5647053	232	208	274	146	213	203	64	183	161	159	158	127	32816
IT1_5647324	16	30	38	18	16	8	35	41	20	42	72	26	5190
IT1_5647497	64	58	39	57	42	65	48	76	45	80	106	77	3370
IT1_5648641	30	17	25	8	20	22	25	30	29	55	52	37	3339
IT1_5650136	8	14	20	6	4	8	14	8	10	19	28	13	3397
IT1_5651045	122	151	137	123	76	95	132	129	124	220	220	184	6195
IT1_5654419	28	24	25	16	4	13	12	9	14	14	19	8	3715
IT1_5654443	24	21	16	14	10	8	3	14	10	15	7	6	4658
IT1_5654461	57	97	97	44	22	37	12	16	16	22	25	20	8500
IT1_5655507	330	428	532	223	168	224	69	98	120	114	132	106	32927
IT1_5657897	32	35	52	28	29	21	6	14	20	13	8	14	3237
IT1_5657968	12	22	16	18	12	8	24	14	16	18	14	14	3151
IT1_5658591	99	103	67	67	59	61	50	69	64	132	123	120	13128
IT1_5660663	32	31	15	12	16	10	7	25	24	41	56	34	3854
IT1_5660851	37	54	64	22	26	19	18	14	20	22	36	29	6528
IT1_5660977	163	232	130	167	138	126	138	186	149	157	196	127	4403
IT1_5661135	53	81	55	43	32	29	60	63	52	89	112	63	5458
IT1_5664259	2180	2714	2646	2321	1653	1944	2026	2450	2289	3290	3802	2910	118431
IT1_5664308	3115	3696	3459	2970	2453	2474	3344	3612	3283	5563	6717	5078	116824
IT1_5664432	49	51	33	18	15	24	44	28	24	16	34	23	5622
IT1_566552	60	70	84	41	30	29	10	15	29	38	50	30	8974
IT1_5666672	73	105	91	57	41	37	22	36	42	56	70	62	7752
IT1_5667305	13	20	25	6	8	10	12	19	18	15	20	16	3729
IT1_5668842	28	27	18	8	5	12	10	20	11	32	24	36	3399
IT1_5669534	8	18	18	8	2	10	2	6	6	8	20	5	3416
IT1_5669697	25	26	27	14	4	2	6	18	10	23	19	18	4028
IT1_5669875	73	91	60	39	59	58	62	66	77	92	78	75	13128
IT1_5672464	51	48	51	35	38	57	24	32	26	12	22	16	3117
IT1_567306	42	62	55	52	31	35	31	41	58	52	46	31	5026
IT1_5673523	94	86	130	100	69	100	118	209	183	199	202	181	21797
IT1_5674099	238	320	347	263	197	209	269	254	235	357	427	346	17432
IT1_5675757	55	58	62	30	23	12	22	26	34	40	40	40	7281
IT1_5676159	15	29	27	29	14	16	17	26	16	38	50	42	3086
IT1_5676461	36	64	42	51	27	22	41	60	57	71	71	64	9075
IT1_5677756	37	32	30	14	16	26	6	16	25	11	26	21	3963
IT1_5678220	402	515	521	357	265	279	314	345	342	616	779	551	40088
IT1_5679434	102	145	145	111	77	110	52	147	109	126	143	115	15454
IT1_5679970	24	38	34	34	20	16	23	17	14	34	18	22	3101
IT1_5680475	34	38	28	33	24	15	26	27	38	58	86	57	5701
IT1_5681367	37	54	28	10	16	20	16	13	22	10	19	21	5565
IT1_5681810	847	1113	987	1024	688	740	1218	1171	1264	2236	2619	1939	82619
IT1_5682003	66	46	88	49	18	42	63	90	68	89	82	64	3511
IT1_5683203	26	31	8	14	12	7	13	12	13	14	17	23	3506
IT1_5683576	50	40	63	36	36	36	45	28	43	82	80	49	7194
IT1_5684117	50	112	120	97	58	62	80	92	88	106	159	110	3445
IT1_5685612	25	27	29	24	14	8	30	32	31	52	78	45	4073
IT1_5687702	19	38	26	14	23	21	20	35	30	60	66	44	4162
IT1_5687736	102	176	144	150	79	105	194	215	166	289	385	313	22833
IT1_5688143	56	48	71	50	28	43	44	76	52	55	113	89	7232
IT1_5689256	17	24	14	14	8	14	16	11	18	18	28	15	3241
IT1_5690587	449	510	498	425	356	330	323	401	450	426	496	363	41052
IT1_5691850	10	14	16	10	8	24	8	15	12	16	18	10	3661
IT1_5693072	14	18	27	20	4	9	9	8	7	12	15	10	3800
IT1_5695371	33	36	50	14	16	23	14	13	29	28	31	31	5983
IT1_5695664	24	35	24	26	20	14	35	40	34	23	38	36	3295
IT1_56966	181	146	159	167	147	157	267	207	193	188	190	101	5841
IT1_5696808	87	103	102	101	74	76	80	97	78	113	96	80	5557
IT1_5698267	45	39	57	30	26	34	38	35	18	22	22	18	6190
IT1_5699268	34	33	36	22	18	16	13	16	22	44	32	26	6037
IT1_5699478	189	168	141	159	128	98	134	164	190	235	310	247	8764
IT1_5700526	36	43	40	32	20	21	17	25	15	18	17	12	3112
IT1_5700642	34	50	24	22	6	6	22	14	29	35	37	21	3361
IT1_5706838	35	24	24	23	12	21	26	30	35	44	62	54	6494
IT1_5707037	36	63	45	32	16	15	49	20	32	52	43	44	6683
IT1_5707406	24	36	34	10	10	12	10	6	15	6	23	16	3131
IT1_5707815	499	572	482	431	412	427	408	690	707	735	925	641	44336
IT1_5707967	36	71	79	81	44	28	58	59	62	132	159	92	6762
IT1_5708129	55	52	62	33	39	15	35	78	49	84	104	75	7126
IT1_5708547	104	137	88	100	81	106	111	109	128	141	176	124	11657
IT1_5709608	28	44	35	32	26	12	28	18	45	22	34	23	4576
IT1_5710991	244	320	283	179	139	153	170	213	283	453	554	392	8622
IT1_5711290	38	40	19	14	10	14	8	15	18	15	16	21	5053
IT1_5713477	39	44	42	30	22	36	20	33	24	26	31	10	3405
IT1_5713810	94	133	118	87	68	65	90	105	84	112	144	90	4678
IT1_5715973	26	58	34	37	50	34	39	65	63	86	87	63	7018
IT1_5716786	96	149	145	77	53	50	57	77	58	88	123	80	9291
IT1_5716974	48	44	26	19	19	19	12	20	31	30	36	32	5847
IT1_5718349	52	69	67	40	30	24	35	65	47	38	69	36	3523
IT1_5719641	12	16	6	6	10	10	8	2	13	14	12	18	3414
IT1_572004	26	20	18	20	22	6	9	6	9	4	22	18	4195
IT1_572010	44	45	39	22	28	22	20	37	28	41	74	32	6678
IT1_5720988	22	40	24	16	23	14	19	14	15	18	26	10	3924
IT1_5721226	30	23	26	19	12	13	32	18	24	76	92	67	6221
IT1_5722333	398	390	458	309	294	238	297	391	399	401	562	303	7994
IT1_5722946	18	4	14	14	10	4	12	6	16	8	18	10	3526
IT1_5724090	41	64	57	46	23	27	13	16	22	18	32	14	7206
IT1_5724221	24	65	36	26	26	32	26	23	38	84	75	85	4293
IT1_5725001	143	207	208	102	70	90	73	83	84	124	151	84	11999
IT1_572605	54	34	43	15	16	29	8	25	20	20	31	29	6221
IT1_5726584	26	43	54	28	10	20	17	26	25	39	64	27	7031
IT1_572875	16	24	18	14	10	4	7	6	6	20	10	12	3131
IT1_5730481	56	58	32	47	27	38	26	49	31	51	43	39	4045
IT1_5730955	16	51	22	6	16	2	6	12	16	8	36	16	3038
IT1_5732704	38	23	22	10	10	11	12	20	4	17	21	18	4009
IT1_5733675	14	32	28	20	11	14	18	22	14	44	41	27	5506
IT1_5733873	602	650	691	576	461	516	494	636	615	799	863	644	16367
IT1_5736609	42	54	77	40	55	26	26	27	37	70	82	52	7938
IT1_5737901	57	89	76	46	44	28	28	32	38	54	85	42	11328
IT1_5739010	104	133	132	93	96	113	153	144	178	240	288	254	8146
IT1_5739014	18	34	32	23	10	7	14	26	12	25	26	25	3409
IT1_5740108	26	24	29	14	6	16	29	14	16	31	53	43	4257
IT1_574082	586	744	740	710	519	539	725	991	905	1423	1570	1242	37966
IT1_5742885	235	301	349	262	199	192	181	306	218	198	215	208	16352
IT1_574323	22	18	30	18	6	2	11	14	18	20	40	26	3944
IT1_5744348	66	90	68	71	65	55	51	76	44	109	170	108	9089
IT1_5744590	31	24	18	12	10	7	2	8	6	8	12	6	3319
IT1_5745305	193	184	167	131	135	131	158	212	156	160	196	183	5132
IT1_5745573	8	11	6	6	10	13	13	13	18	20	30	32	3542
IT1_5746807	58	87	68	33	35	29	32	23	33	40	33	32	9629
IT1_5747074	70	58	58	67	27	35	65	115	109	160	213	140	6213
IT1_5749043	22	16	26	20	9	18	8	26	14	20	12	10	3646
IT1_5749048	39	73	49	26	30	29	20	30	46	24	77	43	7783
IT1_5750099	25	12	24	15	8	10	27	16	16	30	32	16	3557
IT1_5751103	57	68	60	45	38	52	54	69	60	101	120	98	6548
IT1_5751817	58	68	42	55	46	57	56	121	84	95	92	99	11719
IT1_5752460	33	52	60	36	42	39	34	50	55	65	84	71	3714
IT1_5752784	25	34	20	7	11	8	9	8	8	12	4	16	3959
IT1_5752844	29	26	34	26	20	32	31	45	42	64	73	63	3414
IT1_5753086	30	41	36	37	24	22	16	22	22	10	18	20	5976
IT1_5753710	47	81	83	42	25	45	64	68	65	92	139	102	3171
IT1_5754900	18	23	18	22	16	14	39	32	26	51	43	29	4005
IT1_5755232	68	83	95	34	30	50	18	21	24	27	36	28	4453
IT1_5755800	44	26	55	10	28	19	16	27	21	24	35	23	5865
IT1_5756012	17	16	26	6	6	20	3	15	10	17	24	18	3661
IT1_5756346	242	289	271	142	171	145	126	174	134	267	270	219	32131
IT1_57575	117	157	187	167	104	161	249	303	333	679	808	612	6538
IT1_5759384	92	108	75	62	80	44	79	113	73	87	108	126	11061
IT1_5759514	333	400	464	118	130	102	29	38	13	16	12	12	23956
IT1_5759936	25	47	29	18	17	18	28	21	36	71	52	53	6758
IT1_5762443	230	330	331	171	108	150	131	134	168	234	267	232	31128
IT1_5765266	35	61	48	38	35	41	40	44	51	74	72	48	13054
IT1_5766592	45	87	63	79	37	44	48	74	79	86	113	60	3115
IT1_5768808	25	39	42	16	12	15	10	10	2	4	10	15	3976
IT1_5768822	84	100	71	59	75	71	64	106	69	68	71	81	4870
IT1_5770580	14	18	20	11	22	11	3	12	10	7	8	12	3447
IT1_5773173	82	72	71	66	35	41	49	46	69	72	72	71	10110
IT1_5775064	36	32	49	24	22	26	45	68	75	105	110	90	3220
IT1_577520	312	360	307	247	171	214	205	185	185	294	426	285	20055
IT1_5775832	50	34	31	32	20	31	20	25	14	31	44	24	6572
IT1_5776038	46	37	75	26	22	31	24	18	25	36	33	30	3965
IT1_5776119	42	48	36	10	28	26	35	24	27	34	47	31	4873
IT1_5777009	26	36	38	8	24	4	16	42	17	19	16	19	5748
IT1_5777109	33	35	26	12	15	18	14	22	26	14	24	24	4260
IT1_5777423	94	95	102	77	52	61	72	87	74	96	111	75	19677
IT1_5777669	26	34	40	18	10	16	13	16	24	16	22	20	3992
IT1_5777864	50	66	72	53	35	67	62	60	59	87	84	79	5550
IT1_5778767	67	99	96	103	70	83	42	92	81	72	60	68	5238
IT1_578073	133	142	195	139	77	105	148	147	192	332	381	243	16015
IT1_5781349	16	17	18	8	10	21	0	18	28	10	22	10	4157
IT1_5781863	5837	7407	8243	5045	3826	4386	2937	3329	3897	3566	4242	3060	39755
IT1_5781865	445	440	550	317	148	249	97	139	127	132	169	141	41686
IT1_5781866	321	409	380	281	173	206	210	210	259	415	373	294	48966
IT1_5781867	549	715	902	558	315	501	434	571	565	864	915	737	34554
IT1_5781870	509	361	560	224	86	136	11	15	8	14	24	6	10674
IT1_5781877	249	292	384	301	168	228	245	270	306	575	759	525	39873
IT1_5781879	1718	2042	1985	1699	1446	1719	1213	1590	1381	1716	2028	1496	38989
IT1_5781891	616	814	971	519	255	368	173	197	272	352	402	334	39482
IT1_5781896	2341	2860	3012	2685	2639	2687	2769	3367	3252	5345	6295	4873	200293
IT1_5781900	360	403	391	348	226	321	238	329	340	285	347	250	37065
IT1_5781910	244	259	342	295	125	225	249	346	273	455	571	440	36730
IT1_5781912	399	379	490	491	301	307	445	339	343	496	563	462	43956
IT1_5781913	313	365	386	261	208	196	172	197	212	335	422	296	35601
IT1_5781918	500	641	774	521	366	358	440	460	528	689	871	631	39618
IT1_5781925	501	636	696	382	254	352	401	321	369	879	1149	854	40271
IT1_5781929	306	329	376	224	174	180	163	168	176	171	185	158	35740
IT1_5781930	384	519	564	443	244	352	256	382	461	561	638	497	17042
IT1_5781935	316	409	484	277	173	228	164	202	184	300	368	280	42026
IT1_5781995	113	108	155	82	77	69	72	60	88	86	94	106	10054
IT1_5782185	39	41	61	25	13	22	51	31	28	54	61	48	5026
IT1_5782284	180	200	148	154	96	108	201	128	122	161	213	148	5445
IT1_5782329	787	970	973	436	272	285	6	2	13	14	10	12	26123
IT1_5782764	181	127	157	117	84	102	181	134	183	429	437	348	12828
IT1_5783127	31	53	61	18	34	30	38	32	32	48	42	34	6760
IT1_57979	79	88	105	38	44	53	38	43	40	47	59	37	8079
IT1_58282	455	535	530	427	289	314	329	376	352	557	542	479	9311
IT1_583488	93	137	152	84	55	72	88	116	112	152	234	127	7814
IT1_585379	163	162	189	126	100	106	60	67	109	132	131	96	6051
IT1_585662	60	65	51	32	37	39	46	26	48	62	72	53	8761
IT1_585758	77	102	90	43	62	34	18	46	41	39	39	42	5420
IT1_586898	324	471	435	191	172	181	111	109	126	155	172	144	32650
IT1_590238	120	109	109	61	57	61	96	112	98	135	132	102	13324
IT1_591665	57	50	43	23	26	18	40	36	28	70	99	69	10290
IT1_592235	11	29	16	10	10	8	4	15	15	24	20	12	3140
IT1_593177	58	111	91	72	45	60	37	57	48	74	98	65	7122
IT1_593494	668	856	770	590	479	457	466	635	592	891	939	637	40674
IT1_594286	16	16	16	4	6	13	2	22	9	24	14	13	3028
IT1_594558	468	574	622	460	273	368	282	401	421	626	755	558	14082
IT1_594934	76	87	78	60	38	39	78	97	74	129	169	140	5084
IT1_597203	59	60	56	30	24	45	49	33	43	63	74	59	10298
IT1_597777	32	32	56	20	32	23	16	27	30	37	33	34	3304
IT1_597842	8	19	10	32	14	10	15	16	13	19	0	6	3976
IT1_599063	22	26	14	18	6	12	12	16	26	32	36	20	3329
IT1_599280	176	170	166	156	138	115	71	96	112	98	113	90	7219
IT1_599627	29	20	41	18	21	18	25	31	19	66	78	52	5921
IT1_599859	73	122	128	100	92	66	58	85	120	125	148	92	3438
IT1_600492	52	56	70	30	34	23	18	29	34	24	34	30	9397
IT1_601178	18	34	52	28	23	20	32	25	15	36	60	27	3033
IT1_60147	25	46	33	26	16	21	14	13	18	8	26	6	4253
IT1_601949	12	20	20	16	10	11	20	8	14	22	38	38	3055
IT1_602655	107	122	132	96	59	85	75	128	96	109	138	123	7814
IT1_602849	26	25	48	40	6	17	12	10	23	24	38	25	5435
